customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
CUST_01082,3,1,1748.14,5,1,3,9,Potential Loyalists
CUST_01083,406,1,4616.1,1,1,4,6,At Risk
CUST_01084,74,1,118.54,3,1,1,5,At Risk
CUST_01085,22,2,149.86,5,2,1,8,Potential Loyalists
CUST_01086,94,9,11067.14,3,5,5,13,Champions
CUST_01087,69,8,9994.7,4,5,5,14,Champions
CUST_01088,184,4,4310.86,2,4,4,10,Loyal Customers
CUST_01089,305,2,874.85,1,2,2,5,At Risk
CUST_01090,118,1,1380.95,3,1,2,6,At Risk
CUST_01091,219,4,4100.5,1,4,4,9,Potential Loyalists
CUST_01092,133,2,11242.81,2,2,5,9,Potential Loyalists
CUST_01093,43,6,5343.84,4,5,4,13,Champions
CUST_01094,65,4,2121.56,4,4,3,11,Loyal Customers
CUST_01095,86,3,3370.17,3,3,3,9,Potential Loyalists
CUST_01096,38,3,10049.46,4,3,5,12,Loyal Customers
CUST_01097,35,8,27389.45,4,5,5,14,Champions
CUST_01098,102,3,897.75,3,3,2,8,Potential Loyalists
CUST_01099,72,7,4061.72,3,5,4,12,Loyal Customers
CUST_01100,107,2,650.39,3,2,1,6,At Risk
CUST_01101,8,3,1625.34,5,3,2,10,Loyal Customers
CUST_01102,169,3,5772.0599999999995,2,3,4,9,Potential Loyalists
CUST_01103,188,2,1035.0,2,2,2,6,At Risk
CUST_01104,129,3,5826.07,2,3,4,9,Potential Loyalists
CUST_01105,31,8,14769.94,4,5,5,14,Champions
CUST_01106,58,8,7438.6,4,5,5,14,Champions
CUST_01107,27,6,2006.49,5,5,3,13,Champions
CUST_01108,39,2,1142.57,4,2,2,8,Potential Loyalists
CUST_01109,6,2,1231.08,5,2,2,9,Potential Loyalists
CUST_01110,308,1,2040.93,1,1,3,5,At Risk
CUST_01111,108,10,6147.09,3,5,4,12,Loyal Customers
CUST_01112,426,1,960.76,1,1,2,4,Lost Customers
CUST_01113,379,1,813.59,1,1,2,4,Lost Customers
CUST_01114,130,2,1332.57,2,2,2,6,At Risk
CUST_01115,18,4,576.43,5,4,1,10,Loyal Customers
CUST_01116,144,5,5052.7,2,4,4,10,Loyal Customers
CUST_01117,298,1,481.64,1,1,1,3,Lost Customers
CUST_01118,434,1,237.4,1,1,1,3,Lost Customers
CUST_01119,117,2,3288.96,3,2,3,8,Potential Loyalists
CUST_01120,54,8,8041.15,4,5,5,14,Champions
CUST_01121,63,3,3601.2200000000003,4,3,4,11,Loyal Customers
CUST_01122,47,2,235.14,4,2,1,7,Potential Loyalists
CUST_01123,145,4,2162.06,2,4,3,9,Potential Loyalists
CUST_01124,232,3,4436.610000000001,1,3,4,8,Potential Loyalists
CUST_01125,271,1,132.24,1,1,1,3,Lost Customers
CUST_01126,150,4,2191.3100000000004,2,4,3,9,Potential Loyalists
CUST_01127,26,3,648.97,5,3,1,9,Potential Loyalists
CUST_01128,68,4,1305.38,4,4,2,10,Loyal Customers
CUST_01129,17,9,13652.469999999998,5,5,5,15,Champions
CUST_01130,103,9,16866.57,3,5,5,13,Champions
CUST_01131,348,3,2850.57,1,3,3,7,Potential Loyalists
CUST_01132,37,6,2899.48,4,5,3,12,Loyal Customers
CUST_01133,38,5,5374.04,4,4,4,12,Loyal Customers
CUST_01134,5,4,1951.5500000000002,5,4,3,12,Loyal Customers
CUST_01135,187,2,1139.99,2,2,2,6,At Risk
CUST_01136,66,5,7197.57,4,4,5,13,Champions
CUST_01137,35,3,1573.1100000000001,4,3,2,9,Potential Loyalists
CUST_01138,90,4,7051.24,3,4,5,12,Loyal Customers
CUST_01139,58,5,1162.69,4,4,2,10,Loyal Customers
CUST_01140,19,5,12029.92,5,4,5,14,Champions
CUST_01141,23,3,2666.69,5,3,3,11,Loyal Customers
CUST_01142,214,5,15314.630000000001,1,4,5,10,Loyal Customers
CUST_01143,389,2,789.8199999999999,1,2,2,5,At Risk
CUST_01144,305,2,443.04999999999995,1,2,1,4,Lost Customers
CUST_01145,121,7,7311.2300000000005,3,5,5,13,Champions
CUST_01146,63,5,11791.93,4,4,5,13,Champions
CUST_01147,38,6,3240.96,4,5,3,12,Loyal Customers
CUST_01148,58,2,2768.0,4,2,3,9,Potential Loyalists
CUST_01149,179,2,5166.56,2,2,4,8,Potential Loyalists
CUST_01150,85,6,5153.86,3,5,4,12,Loyal Customers
CUST_01151,7,5,6166.43,5,4,4,13,Champions
CUST_01152,134,6,9319.65,2,5,5,12,Loyal Customers
CUST_01153,185,2,206.91,2,2,1,5,At Risk
CUST_01154,112,9,18130.23,3,5,5,13,Champions
CUST_01155,86,4,2045.06,3,4,3,10,Loyal Customers
CUST_01156,79,3,1704.81,3,3,3,9,Potential Loyalists
CUST_01157,42,8,6169.69,4,5,4,13,Champions
CUST_01158,173,2,673.37,2,2,2,6,At Risk
CUST_01159,13,4,578.5799999999999,5,4,1,10,Loyal Customers
CUST_01160,65,7,13451.95,4,5,5,14,Champions
CUST_01161,33,4,6414.67,4,4,4,12,Loyal Customers
CUST_01162,49,2,6119.12,4,2,4,10,Loyal Customers
CUST_01163,29,5,3067.0499999999997,5,4,3,12,Loyal Customers
CUST_01164,34,9,36842.41,4,5,5,14,Champions
CUST_01165,51,2,5624.2,4,2,4,10,Loyal Customers
CUST_01166,27,2,1695.92,5,2,2,9,Potential Loyalists
CUST_01167,11,4,1916.4099999999999,5,4,3,12,Loyal Customers
CUST_01168,207,2,958.53,2,2,2,6,At Risk
CUST_01169,243,3,2079.79,1,3,3,7,Potential Loyalists
CUST_01170,17,10,17446.72,5,5,5,15,Champions
CUST_01171,112,2,814.92,3,2,2,7,Potential Loyalists
CUST_01172,221,3,4736.139999999999,1,3,4,8,Potential Loyalists
CUST_01173,46,7,2766.73,4,5,3,12,Loyal Customers
CUST_01174,44,4,4506.71,4,4,4,12,Loyal Customers
CUST_01175,163,2,2553.61,2,2,3,7,Potential Loyalists
CUST_01176,160,3,1555.1,2,3,2,7,Potential Loyalists
CUST_01177,18,3,3528.1400000000003,5,3,3,11,Loyal Customers
CUST_01178,149,3,2088.48,2,3,3,8,Potential Loyalists
CUST_01179,165,2,814.62,2,2,2,6,At Risk
CUST_01180,72,2,883.61,3,2,2,7,Potential Loyalists
CUST_01181,270,3,5697.4,1,3,4,8,Potential Loyalists
CUST_01182,124,3,6476.74,2,3,4,9,Potential Loyalists
CUST_01183,23,5,5638.56,5,4,4,13,Champions
CUST_01184,283,2,1823.83,1,2,3,6,At Risk
CUST_01185,28,2,933.3199999999999,5,2,2,9,Potential Loyalists
CUST_01186,15,6,4929.09,5,5,4,14,Champions
CUST_01187,419,1,1768.04,1,1,3,5,At Risk
CUST_01188,59,3,5375.82,4,3,4,11,Loyal Customers
CUST_01189,162,5,2377.96,2,4,3,9,Potential Loyalists
CUST_01190,25,4,3241.55,5,4,3,12,Loyal Customers
CUST_01191,115,9,8776.92,3,5,5,13,Champions
CUST_01192,413,2,3281.43,1,2,3,6,At Risk
CUST_01193,93,9,9417.97,3,5,5,13,Champions
CUST_01194,353,1,1294.59,1,1,2,4,Lost Customers
CUST_01195,4,3,1433.49,5,3,2,10,Loyal Customers
CUST_01196,17,1,8606.4,5,1,5,11,Loyal Customers
CUST_01197,328,2,1347.1299999999999,1,2,2,5,At Risk
CUST_01198,52,7,2162.83,4,5,3,12,Loyal Customers
CUST_01199,8,3,2031.9099999999999,5,3,3,11,Loyal Customers
CUST_01200,89,1,1968.78,3,1,3,7,Potential Loyalists
CUST_01201,16,2,1455.89,5,2,2,9,Potential Loyalists
CUST_01202,267,1,880.23,1,1,2,4,Lost Customers
CUST_01203,210,2,2062.42,2,2,3,7,Potential Loyalists
CUST_01204,259,2,637.43,1,2,1,4,Lost Customers
CUST_01205,9,5,2992.01,5,4,3,12,Loyal Customers
CUST_01206,143,6,4900.86,2,5,4,11,Loyal Customers
CUST_01207,239,1,8480.2,1,1,5,7,Potential Loyalists
CUST_01208,88,9,20905.190000000002,3,5,5,13,Champions
CUST_01209,24,2,8759.95,5,2,5,12,Loyal Customers
CUST_01210,110,3,4767.4800000000005,3,3,4,10,Loyal Customers
CUST_01211,168,4,485.23999999999995,2,4,1,7,Potential Loyalists
CUST_01212,102,3,876.6899999999999,3,3,2,8,Potential Loyalists
CUST_01213,257,1,47.41,1,1,1,3,Lost Customers
CUST_01214,251,2,2399.5699999999997,1,2,3,6,At Risk
CUST_01215,116,3,1263.47,3,3,2,8,Potential Loyalists
CUST_01216,30,2,605.96,5,2,1,8,Potential Loyalists
CUST_01217,61,5,1306.51,4,4,2,10,Loyal Customers
CUST_01218,33,5,15960.17,4,4,5,13,Champions
CUST_01219,197,3,3088.43,2,3,3,8,Potential Loyalists
CUST_01220,278,2,5884.14,1,2,4,7,Potential Loyalists
CUST_01221,19,1,468.18,5,1,1,7,Potential Loyalists
CUST_01222,270,3,5085.56,1,3,4,8,Potential Loyalists
CUST_01223,138,3,770.27,2,3,2,7,Potential Loyalists
CUST_01224,108,5,11182.640000000001,3,4,5,12,Loyal Customers
CUST_01225,385,1,432.81,1,1,1,3,Lost Customers
CUST_01226,178,1,985.4,2,1,2,5,At Risk
CUST_01227,5,3,3941.2000000000003,5,3,4,12,Loyal Customers
CUST_01228,47,1,4999.35,4,1,4,9,Potential Loyalists
CUST_01229,62,4,499.31,4,4,1,9,Potential Loyalists
CUST_01230,25,10,15802.900000000001,5,5,5,15,Champions
CUST_01231,142,3,2697.15,2,3,3,8,Potential Loyalists
CUST_01232,173,2,1149.77,2,2,2,6,At Risk
CUST_01233,41,3,3147.1600000000003,4,3,3,10,Loyal Customers
CUST_01234,207,4,5101.83,2,4,4,10,Loyal Customers
CUST_01235,213,3,1399.25,1,3,2,6,At Risk
CUST_01236,43,3,18240.98,4,3,5,12,Loyal Customers
CUST_01237,364,2,853.0799999999999,1,2,2,5,At Risk
CUST_01238,307,2,1375.67,1,2,2,5,At Risk
CUST_01239,23,6,7008.59,5,5,5,15,Champions
CUST_01240,20,7,3611.81,5,5,4,14,Champions
CUST_01241,307,1,295.66,1,1,1,3,Lost Customers
CUST_01242,31,4,3982.62,4,4,4,12,Loyal Customers
CUST_01243,320,1,556.16,1,1,1,3,Lost Customers
CUST_01244,99,2,5160.45,3,2,4,9,Potential Loyalists
CUST_01245,396,1,689.7,1,1,2,4,Lost Customers
CUST_01246,41,4,5295.3,4,4,4,12,Loyal Customers
CUST_01247,28,8,9011.99,5,5,5,15,Champions
CUST_01248,34,6,1339.96,4,5,2,11,Loyal Customers
CUST_01249,106,6,2641.15,3,5,3,11,Loyal Customers
CUST_01250,81,2,5158.3099999999995,3,2,4,9,Potential Loyalists
CUST_01251,3,6,2344.29,5,5,3,13,Champions
CUST_01252,93,5,1360.6299999999999,3,4,2,9,Potential Loyalists
CUST_01253,32,3,418.89,4,3,1,8,Potential Loyalists
CUST_01254,303,1,77.43,1,1,1,3,Lost Customers
CUST_01255,125,4,2229.94,2,4,3,9,Potential Loyalists
CUST_01256,49,2,341.07,4,2,1,7,Potential Loyalists
CUST_01257,77,6,4484.58,3,5,4,12,Loyal Customers
CUST_01258,25,3,6633.0,5,3,4,12,Loyal Customers
CUST_01259,157,5,6613.17,2,4,4,10,Loyal Customers
CUST_01260,152,2,5432.97,2,2,4,8,Potential Loyalists
CUST_01261,160,1,6403.75,2,1,4,7,Potential Loyalists
CUST_01262,108,2,7070.48,3,2,5,10,Loyal Customers
CUST_01263,3,6,7650.76,5,5,5,15,Champions
CUST_01264,235,2,3247.3199999999997,1,2,3,6,At Risk
CUST_01265,118,4,2709.51,3,4,3,10,Loyal Customers
CUST_01266,94,3,4251.02,3,3,4,10,Loyal Customers
CUST_01267,1,3,4608.0599999999995,5,3,4,12,Loyal Customers
CUST_01268,5,6,3420.42,5,5,3,13,Champions
CUST_01269,86,5,3535.18,3,4,4,11,Loyal Customers
CUST_01270,53,6,6462.98,4,5,4,13,Champions
CUST_01271,301,1,785.86,1,1,2,4,Lost Customers
CUST_01272,176,2,1975.5,2,2,3,7,Potential Loyalists
CUST_01273,61,2,4834.0199999999995,4,2,4,10,Loyal Customers
CUST_01274,72,4,10982.47,3,4,5,12,Loyal Customers
CUST_01275,4,2,3398.94,5,2,3,10,Loyal Customers
CUST_01276,281,2,258.95,1,2,1,4,Lost Customers
CUST_01277,1,3,3840.34,5,3,4,12,Loyal Customers
CUST_01278,179,7,5346.62,2,5,4,11,Loyal Customers
CUST_01279,183,6,2094.58,2,5,3,10,Loyal Customers
CUST_01280,65,2,2545.95,4,2,3,9,Potential Loyalists
CUST_01281,311,6,6269.99,1,5,4,10,Loyal Customers
CUST_01282,60,6,22258.16,4,5,5,14,Champions
CUST_01283,57,3,6087.21,4,3,4,11,Loyal Customers
CUST_01284,63,1,83.55,4,1,1,6,At Risk
CUST_01285,150,3,3170.42,2,3,3,8,Potential Loyalists
CUST_01286,119,2,437.67999999999995,3,2,1,6,At Risk
CUST_01287,133,1,553.93,2,1,1,4,Lost Customers
CUST_01288,169,2,620.99,2,2,1,5,At Risk
CUST_01289,164,2,801.52,2,2,2,6,At Risk
CUST_01290,142,1,102.26,2,1,1,4,Lost Customers
CUST_01291,81,3,4156.97,3,3,4,10,Loyal Customers
CUST_01292,146,2,1621.13,2,2,2,6,At Risk
CUST_01293,34,3,3366.94,4,3,3,10,Loyal Customers
CUST_01294,24,6,3998.36,5,5,4,14,Champions
CUST_01295,21,8,13646.740000000002,5,5,5,15,Champions
CUST_01296,180,1,1482.06,2,1,2,5,At Risk
CUST_01297,109,2,2925.8,3,2,3,8,Potential Loyalists
CUST_01298,4,6,6446.549999999999,5,5,4,14,Champions
CUST_01299,225,2,3526.92,1,2,3,6,At Risk
CUST_01300,117,2,496.86,3,2,1,6,At Risk
CUST_01301,79,6,7192.76,3,5,5,13,Champions
CUST_01302,134,3,4527.5,2,3,4,9,Potential Loyalists
CUST_01303,319,1,635.64,1,1,1,3,Lost Customers
CUST_01304,27,8,4969.42,5,5,4,14,Champions
CUST_01305,211,3,845.6500000000001,2,3,2,7,Potential Loyalists
CUST_01306,26,4,2119.28,5,4,3,12,Loyal Customers
CUST_01307,4,8,22137.199999999997,5,5,5,15,Champions
CUST_01308,56,4,9579.73,4,4,5,13,Champions
CUST_01309,43,5,3461.2200000000003,4,4,3,11,Loyal Customers
CUST_01310,332,2,1638.67,1,2,2,5,At Risk
CUST_01311,10,6,5723.21,5,5,4,14,Champions
CUST_01312,228,1,210.74,1,1,1,3,Lost Customers
CUST_01313,56,2,563.78,4,2,1,7,Potential Loyalists
CUST_01314,83,3,2050.41,3,3,3,9,Potential Loyalists
CUST_01315,354,1,82.64,1,1,1,3,Lost Customers
CUST_01316,168,3,4928.22,2,3,4,9,Potential Loyalists
CUST_01317,102,1,529.48,3,1,1,5,At Risk
CUST_01318,61,2,717.22,4,2,2,8,Potential Loyalists
CUST_01319,145,5,5787.13,2,4,4,10,Loyal Customers
CUST_01320,191,3,11587.47,2,3,5,10,Loyal Customers
CUST_01321,138,2,2625.98,2,2,3,7,Potential Loyalists
CUST_01322,95,3,9604.98,3,3,5,11,Loyal Customers
CUST_01323,47,4,4033.66,4,4,4,12,Loyal Customers
CUST_01324,100,2,608.8699999999999,3,2,1,6,At Risk
CUST_01325,23,4,3049.86,5,4,3,12,Loyal Customers
CUST_01326,14,6,3549.2799999999997,5,5,4,14,Champions
CUST_01327,64,5,3061.1900000000005,4,4,3,11,Loyal Customers
CUST_01328,418,1,1909.16,1,1,3,5,At Risk
CUST_01329,1,5,3380.04,5,4,3,12,Loyal Customers
CUST_01330,130,2,2551.3199999999997,2,2,3,7,Potential Loyalists
CUST_01331,14,6,6788.68,5,5,4,14,Champions
CUST_01332,71,3,1001.42,4,3,2,9,Potential Loyalists
CUST_01333,33,5,2094.32,4,4,3,11,Loyal Customers
CUST_01334,87,5,1585.1,3,4,2,9,Potential Loyalists
CUST_01335,263,2,191.60000000000002,1,2,1,4,Lost Customers
CUST_01336,41,4,1307.0900000000001,4,4,2,10,Loyal Customers
CUST_01337,289,2,207.70000000000002,1,2,1,4,Lost Customers
CUST_01338,192,5,4388.12,2,4,4,10,Loyal Customers
CUST_01339,76,7,3499.9,3,5,3,11,Loyal Customers
CUST_01340,107,1,132.65,3,1,1,5,At Risk
CUST_01341,148,1,5603.35,2,1,4,7,Potential Loyalists
CUST_01342,10,7,8088.509999999999,5,5,5,15,Champions
CUST_01343,39,1,3190.78,4,1,3,8,Potential Loyalists
CUST_01344,43,4,632.8,4,4,1,9,Potential Loyalists
CUST_01345,227,2,373.09000000000003,1,2,1,4,Lost Customers
CUST_01346,23,5,929.55,5,4,2,11,Loyal Customers
CUST_01347,205,2,1186.68,2,2,2,6,At Risk
CUST_01348,22,4,10304.03,5,4,5,14,Champions
CUST_01349,46,6,9755.32,4,5,5,14,Champions
CUST_01350,220,1,40.4,1,1,1,3,Lost Customers
CUST_01351,259,1,538.15,1,1,1,3,Lost Customers
CUST_01352,96,5,6989.85,3,4,5,12,Loyal Customers
CUST_01353,94,2,2171.58,3,2,3,8,Potential Loyalists
CUST_01354,343,2,6429.36,1,2,4,7,Potential Loyalists
CUST_01355,435,1,70.56,1,1,1,3,Lost Customers
CUST_01356,80,2,490.53999999999996,3,2,1,6,At Risk
CUST_01357,142,3,1811.31,2,3,3,8,Potential Loyalists
CUST_01358,121,5,3868.4,3,4,4,11,Loyal Customers
CUST_01359,354,1,3080.41,1,1,3,5,At Risk
CUST_01360,125,2,585.3199999999999,2,2,1,5,At Risk
CUST_01361,37,3,1070.01,4,3,2,9,Potential Loyalists
CUST_01362,51,7,3255.2400000000002,4,5,3,12,Loyal Customers
CUST_01363,9,3,3501.62,5,3,3,11,Loyal Customers
CUST_01364,409,1,245.86,1,1,1,3,Lost Customers
CUST_01365,99,8,10484.18,3,5,5,13,Champions
CUST_01366,231,1,4091.43,1,1,4,6,At Risk
CUST_01367,328,2,1184.6,1,2,2,5,At Risk
CUST_01368,215,3,1740.45,1,3,3,7,Potential Loyalists
CUST_01369,53,1,22.22,4,1,1,6,At Risk
CUST_01370,11,4,18439.08,5,4,5,14,Champions
CUST_01371,184,8,27115.530000000002,2,5,5,12,Loyal Customers
CUST_01372,18,10,5608.4,5,5,4,14,Champions
CUST_01373,26,2,1717.58,5,2,3,10,Loyal Customers
CUST_01374,1,4,2770.62,5,4,3,12,Loyal Customers
CUST_01375,22,2,1575.63,5,2,2,9,Potential Loyalists
CUST_01376,99,4,3407.52,3,4,3,10,Loyal Customers
CUST_01377,9,2,1927.44,5,2,3,10,Loyal Customers
CUST_01378,136,1,2132.85,2,1,3,6,At Risk
CUST_01379,306,1,31.53,1,1,1,3,Lost Customers
CUST_01380,117,1,523.25,3,1,1,5,At Risk
CUST_01381,51,2,1478.43,4,2,2,8,Potential Loyalists
CUST_01382,36,6,8450.95,4,5,5,14,Champions
CUST_01383,12,7,21058.02,5,5,5,15,Champions
CUST_01384,47,5,2228.4700000000003,4,4,3,11,Loyal Customers
CUST_01385,96,1,528.73,3,1,1,5,At Risk
CUST_01386,20,3,872.75,5,3,2,10,Loyal Customers
CUST_01387,3,5,8892.11,5,4,5,14,Champions
CUST_01388,25,6,948.48,5,5,2,12,Loyal Customers
CUST_01389,35,3,3648.79,4,3,4,11,Loyal Customers
CUST_01390,321,2,2172.9900000000002,1,2,3,6,At Risk
CUST_01391,230,1,6578.58,1,1,4,6,At Risk
CUST_01392,360,1,234.5,1,1,1,3,Lost Customers
CUST_01393,1,5,4446.15,5,4,4,13,Champions
CUST_01394,20,1,1199.06,5,1,2,8,Potential Loyalists
CUST_01395,22,8,5492.36,5,5,4,14,Champions
CUST_01396,187,1,6791.8,2,1,4,7,Potential Loyalists
CUST_01397,307,3,472.3,1,3,1,5,At Risk
CUST_01398,16,3,3893.14,5,3,4,12,Loyal Customers
CUST_01399,55,1,18284.96,4,1,5,10,Loyal Customers
CUST_01400,110,2,1231.53,3,2,2,7,Potential Loyalists
CUST_01401,223,2,2501.35,1,2,3,6,At Risk
CUST_01402,72,5,2071.56,3,4,3,10,Loyal Customers
CUST_01403,115,6,8960.65,3,5,5,13,Champions
CUST_01404,40,4,1075.62,4,4,2,10,Loyal Customers
CUST_01405,84,7,6262.28,3,5,4,12,Loyal Customers
CUST_01406,415,1,150.74,1,1,1,3,Lost Customers
CUST_01407,216,1,215.35,1,1,1,3,Lost Customers
CUST_01408,44,2,259.19,4,2,1,7,Potential Loyalists
CUST_01409,257,3,1401.1299999999999,1,3,2,6,At Risk
CUST_01410,75,3,3625.22,3,3,4,10,Loyal Customers
CUST_01411,147,1,231.47,2,1,1,4,Lost Customers
CUST_01412,270,1,318.66,1,1,1,3,Lost Customers
CUST_01413,332,1,509.76,1,1,1,3,Lost Customers
CUST_01414,119,2,4118.24,3,2,4,9,Potential Loyalists
CUST_01415,30,3,1446.59,5,3,2,10,Loyal Customers
CUST_01416,101,2,1557.46,3,2,2,7,Potential Loyalists
CUST_01417,82,2,871.5699999999999,3,2,2,7,Potential Loyalists
CUST_01418,107,6,15000.19,3,5,5,13,Champions
CUST_01419,123,5,8632.880000000001,3,4,5,12,Loyal Customers
CUST_01420,36,5,4002.37,4,4,4,12,Loyal Customers
CUST_01421,40,6,6993.9,4,5,5,14,Champions
CUST_01422,14,2,415.9,5,2,1,8,Potential Loyalists
CUST_01423,15,6,5107.13,5,5,4,14,Champions
CUST_01424,81,3,929.06,3,3,2,8,Potential Loyalists
CUST_01425,54,4,1545.95,4,4,2,10,Loyal Customers
CUST_01426,154,1,918.48,2,1,2,5,At Risk
CUST_01427,54,3,991.8199999999999,4,3,2,9,Potential Loyalists
CUST_01428,141,2,2357.57,2,2,3,7,Potential Loyalists
CUST_01429,23,5,6503.9400000000005,5,4,4,13,Champions
CUST_01430,232,2,1417.3,1,2,2,5,At Risk
CUST_01431,368,1,334.55,1,1,1,3,Lost Customers
CUST_01432,3,9,11880.29,5,5,5,15,Champions
CUST_01433,79,3,2774.3599999999997,3,3,3,9,Potential Loyalists
CUST_01434,303,1,326.34,1,1,1,3,Lost Customers
CUST_01435,72,10,16104.31,3,5,5,13,Champions
CUST_01436,105,6,3939.0699999999997,3,5,4,12,Loyal Customers
CUST_01437,308,3,3863.36,1,3,4,8,Potential Loyalists
CUST_01438,60,4,1393.44,4,4,2,10,Loyal Customers
CUST_01439,93,1,81.82,3,1,1,5,At Risk
CUST_01440,8,2,1947.9299999999998,5,2,3,10,Loyal Customers
CUST_01441,189,1,166.42,2,1,1,4,Lost Customers
CUST_01442,5,2,2354.32,5,2,3,10,Loyal Customers
CUST_01443,25,6,10539.84,5,5,5,15,Champions
CUST_01444,115,4,20730.11,3,4,5,12,Loyal Customers
CUST_01445,82,3,1853.96,3,3,3,9,Potential Loyalists
CUST_01446,197,2,790.8599999999999,2,2,2,6,At Risk
CUST_01447,162,1,2966.42,2,1,3,6,At Risk
CUST_01448,264,2,5563.580000000001,1,2,4,7,Potential Loyalists
CUST_01449,140,4,4170.139999999999,2,4,4,10,Loyal Customers
CUST_01450,336,1,292.9,1,1,1,3,Lost Customers
CUST_01451,256,1,3346.95,1,1,3,5,At Risk
CUST_01452,130,2,2110.1,2,2,3,7,Potential Loyalists
CUST_01453,92,1,395.33,3,1,1,5,At Risk
CUST_01454,67,5,2823.9399999999996,4,4,3,11,Loyal Customers
CUST_01455,71,7,4651.17,4,5,4,13,Champions
CUST_01456,184,4,5940.030000000001,2,4,4,10,Loyal Customers
CUST_01457,76,2,308.15999999999997,3,2,1,6,At Risk
CUST_01458,135,4,2035.49,2,4,3,9,Potential Loyalists
CUST_01459,10,3,2211.5499999999997,5,3,3,11,Loyal Customers
CUST_01460,10,4,6088.59,5,4,4,13,Champions
CUST_01461,15,5,1625.55,5,4,2,11,Loyal Customers
CUST_01462,99,4,5477.99,3,4,4,11,Loyal Customers
CUST_01463,92,4,2776.41,3,4,3,10,Loyal Customers
CUST_01464,14,4,1651.7,5,4,2,11,Loyal Customers
CUST_01465,13,8,7067.679999999999,5,5,5,15,Champions
CUST_01466,76,8,8267.77,3,5,5,13,Champions
CUST_01467,91,3,1869.72,3,3,3,9,Potential Loyalists
CUST_01468,117,2,2380.17,3,2,3,8,Potential Loyalists
CUST_01469,21,4,1433.66,5,4,2,11,Loyal Customers
CUST_01470,118,2,720.8599999999999,3,2,2,7,Potential Loyalists
CUST_01471,146,5,10199.11,2,4,5,11,Loyal Customers
CUST_01472,34,3,1183.6000000000001,4,3,2,9,Potential Loyalists
CUST_01473,180,3,6089.57,2,3,4,9,Potential Loyalists
CUST_01474,47,4,9824.49,4,4,5,13,Champions
CUST_01475,198,2,365.21,2,2,1,5,At Risk
CUST_01476,80,1,126.99,3,1,1,5,At Risk
CUST_01477,63,6,3412.38,4,5,3,12,Loyal Customers
CUST_01478,130,5,12583.589999999998,2,4,5,11,Loyal Customers
CUST_01479,160,2,1745.14,2,2,3,7,Potential Loyalists
CUST_01480,417,1,217.8,1,1,1,3,Lost Customers
CUST_01481,15,4,3892.26,5,4,4,13,Champions
CUST_01482,77,10,10514.45,3,5,5,13,Champions
CUST_01483,5,4,11137.53,5,4,5,14,Champions
CUST_01484,11,7,4800.33,5,5,4,14,Champions
CUST_01485,296,1,146.1,1,1,1,3,Lost Customers
CUST_01486,49,6,4082.75,4,5,4,13,Champions
CUST_01487,16,2,3143.6499999999996,5,2,3,10,Loyal Customers
CUST_01488,294,2,660.61,1,2,2,5,At Risk
CUST_01489,77,3,3836.8999999999996,3,3,4,10,Loyal Customers
CUST_01490,51,2,862.24,4,2,2,8,Potential Loyalists
CUST_01491,20,4,1380.67,5,4,2,11,Loyal Customers
CUST_01492,10,1,282.83,5,1,1,7,Potential Loyalists
CUST_01493,31,6,4541.6,4,5,4,13,Champions
CUST_01494,203,4,2868.2599999999998,2,4,3,9,Potential Loyalists
CUST_01495,107,3,1561.8000000000002,3,3,2,8,Potential Loyalists
CUST_01496,404,2,856.43,1,2,2,5,At Risk
CUST_01497,192,1,186.22,2,1,1,4,Lost Customers
CUST_01498,32,2,20402.25,4,2,5,11,Loyal Customers
CUST_01499,335,1,127.11,1,1,1,3,Lost Customers
CUST_01500,92,5,4071.25,3,4,4,11,Loyal Customers
CUST_01501,319,1,487.98,1,1,1,3,Lost Customers
CUST_01502,171,3,3689.4300000000003,2,3,4,9,Potential Loyalists
CUST_01503,61,5,2441.6899999999996,4,4,3,11,Loyal Customers
CUST_01504,16,6,8593.95,5,5,5,15,Champions
CUST_01505,9,5,12241.81,5,4,5,14,Champions
CUST_01506,34,5,3661.89,4,4,4,12,Loyal Customers
CUST_01507,121,3,4019.58,3,3,4,10,Loyal Customers
CUST_01508,92,8,14331.91,3,5,5,13,Champions
CUST_01509,24,9,18795.72,5,5,5,15,Champions
CUST_01510,114,2,994.05,3,2,2,7,Potential Loyalists
CUST_01511,13,8,15765.400000000001,5,5,5,15,Champions
CUST_01512,243,2,202.8,1,2,1,4,Lost Customers
CUST_01513,110,8,11739.64,3,5,5,13,Champions
CUST_01514,247,2,630.62,1,2,1,4,Lost Customers
CUST_01515,258,2,1039.1399999999999,1,2,2,5,At Risk
CUST_01516,381,1,7340.28,1,1,5,7,Potential Loyalists
CUST_01517,39,5,4739.74,4,4,4,12,Loyal Customers
CUST_01518,56,6,4960.219999999999,4,5,4,13,Champions
CUST_01519,418,1,338.1,1,1,1,3,Lost Customers
CUST_01520,110,3,5010.21,3,3,4,10,Loyal Customers
CUST_01521,131,3,716.88,2,3,2,7,Potential Loyalists
CUST_01522,87,3,6606.4400000000005,3,3,4,10,Loyal Customers
CUST_01523,48,9,4877.35,4,5,4,13,Champions
CUST_01524,124,4,3291.5299999999997,2,4,3,9,Potential Loyalists
CUST_01525,319,1,143.38,1,1,1,3,Lost Customers
